î‘çÜ,VID,AID
85473,K14G01S00055,K14G01S00055
85474,K14G01S00056,K14G01S00056
85475,K14G01S00057,K14G01S00057
85476,K14G01S00058,K14G01S00058
85477,K14G01S00059,K14G01S00059A
85478,K14G01S00060,K14G01S00060
85479,K14G01S00061,K14G01S00061
85480,K14G01S00062,K14G01S00062
85481,K14G01S00063,K14G01S00063A
85482,K14G01S00064,K14G01S00063A
85483,K14G01S00065,K14G01S00065
85484,K14G01S00066,K14G01S00066A
85485,K14G01S00067,K14G01S00066A
85486,K14G01S00068,K14G01S00038A
85487,K14G01S00069,K14G01S00038A
85488,K14G01S00070,K14G01S00041A
85489,K14G01S00071,K14G01S00041A
85490,K14G01S00072,K14G01S00072
85491,K14G01S00073,K14G01S00073
85492,K14G01S00074,K14G01S00074
85493,K14G01S00075,K14G01S00075
85494,K14G01S00076,K14G01S00076
85495,K14G01S00077,K14G01S00077
85496,K14G01S00078,K14G01S00078A
85497,K14G01S00079,K14G01S00079
85498,K14G01S00080,K14G01S00080
85499,K14G01S00081,K14G01S00081
85500,K14G01S00082,K14G01S00082
85501,K14G01S00083,K14G01S00083
85502,K14G01S00084,K14G01S00084
85503,K14G01S00085,K14G01S00085
85504,K14G01S00086,K14G01S00086
85505,K14G01S00087,K14G01S00087
85506,K14G01S00088,K14G01S00088
85507,K14G01S00089,K14G01S00089
85508,K14G01S00090,K14G01S00090
85509,K14G01S00091,K14G01S00091
85510,K14G01S00092,K14G01S00092
85511,K14G01S00093,K14G01S00093
85512,K14G01S00094,K14G01S00094
85513,K14G01S00095,K14G01S00095
85514,K14G01S00096,K14G01S00045A
85515,K14G01S00097,K14G01S00097
85516,K14G01S00098,K14G01S00098
85517,K14G01S00099,K14G01S00059A
85518,K14G01S00100,K14G01S00100A
85519,K14G01S00101,K14G01S00101
85520,K14G01S00102,K14G01S00102
85522,K14G01S00104,K14G01S00104
85523,K14G01S00105,K14G01S00105
85524,K14G01S00106,K14G01S00106
85525,K14G01S00107,K14G01S00107
85526,K14G01S00108,K14G01S00108
85527,K14G01S00109,K14G01S00109
85528,K14G01S00110,K14G01S00100A
85529,K14G01S00111,K14G01S00111
85530,K14G01S00112,K14G01S00112
85531,K14G01S00113,K14G01S00113
85532,K14G01S00114,K14G01S00114
85533,K14G01S00115,K14G01S00115
85534,K14G01S00116,K14G01S00116
85535,K14G01S00117,K14G01S00117
85536,K14G01S00118,K14G01S00118
85537,K14G01S00119,K14G01S00119
85538,K14G01S00120,K14G01S00120
85539,K14G01S00121,K14G01S00121
85540,K14G01S00122,K14G01S00122
85541,K14G01S00123,K14G01S00123
85542,K14G01S00124,K14G01S00124
85543,K14G01S00125,K14G01S00125
85544,K14G01S00126,K14G01S00126
85545,K14G01S00127,K14G01S00127
85546,K14G01S00128,K14G01S00128
85547,K14G01S00129,K14G01S00129A
85548,K14G01S00130,K14G01S00130
85549,K14G01S00131,K14G01S00131
85550,K14G01S00132,K14G01S00132
85551,K14G01S00133,K14G01S00133
85552,K14G01S00134,K14G01S00134
85553,K14G01S00135,K14G01S00135
85554,K14G01S00136,K14G01S00136
85555,K14G01S00137,K14G01S00137
85556,K14G01S00138,K14G01S00138
85557,K14G01S00139,K14G01S00139
85558,K14G01S00140,K14G01S00140
85559,K14G01S00141,K14G01S00141
85560,K14G01S00142,K14G01S00142
85561,K14G01S00143,K14G01S00143
85562,K14G01S00144,K14G01S00144
85563,K14G01S00145,K14G01S00145
85564,K14G01S00146,K14G01S00146
85565,K14G01S00147,K14G01S00147
85566,K14G01S00148,K14G01S00148
85567,K14G01S00149,K14G01S00149
85568,K14G01S00150,K14G01S00150
85569,K14G01S00151,K14G01S00151
85570,K14G01S00152,K14G01S00152
85571,K14G01S00153,K14G01S00153
85572,K14G01S00154,K14G01S00154
85573,K14G01S00155,K14G01S00155
85574,K14G01S00156,K14G01S00156
85575,K14G01S00157,K14G01S00157
85576,K14G01S00158,K14G01S00158
85577,K14G01S00159,K14G01S00159
85578,K14G01S00160,K14G01S00160
85579,K14G01S00161,K14G01S00161
85580,K14G01S00162,K14G01S00162
85581,K14G01S00163,K14G01S00163A
85582,K14G01S00164,K14G01S00163A
85583,K14G01S00165,K14G01S00165
85584,K14G01S00166,K14G01S00166
85585,K14G01S00167,K14G01S00167
85586,K14G01S00168,K14G01S00168
85587,K14G01S00169,K14G01S00169
85588,K14G01S00170,K14G01S00170
85589,K14G01S00171,K14G01S00171
85590,K14G01S00172,K14G01S00172
85591,K14G01S00173,K14G01S00173
85592,K14G01S00174,K14G01S00174
85593,K14G01S00175,K14G01S00175
85594,K14G01S00176,K14G01S00176
85595,K14G01S00177,K14G01S00177
85596,K14G01S00178,K14G01S00178
85597,K14G01S00179,K14G01S00179
85598,K14G01S00180,K14G01S00180
85599,K14G01S00181,K14G01S00181
85600,K14G01S00182,K14G01S00182A
85601,K14G01S00183,K14G01S00183
85602,K14G01S00184,K14G01S00184
85603,K14G01S00185,K14G01S00185
85604,K14G01S00186,K14G01S00186
85605,K14G01S00187,K14G01S00187
85606,K14G01S00188,K14G01S00188
85607,K14G01S00189,K14G01S00189
85608,K14G01S00190,K14G01S00190
85609,K14G01S00191,K14G01S00191
85610,K14G01S00192,K14G01S00192
85611,K14G01S00193,K14G01S00193
85612,K14G01S00194,K14G01S00194
85613,K14G01S00195,K14G01S00195
85614,K14G01S00196,K14G01S00196
85615,K14G01S00197,K14G01S00197
85616,K14G01S00198,K14G01S00198
85617,K14G01S00199,K14G01S00199
85618,K14G01S00200,K14G01S00200
85619,K14G01S00201,K14G01S00201
85620,K14G01S00202,K14G01S00202
85621,K14G01S00203,K14G01S00129A
85622,K14G01S00204,K14G01S00204
85623,K14G01S00205,K14G01S00205
85624,K14G01S00206,K14G01S00206
85625,K14G01S00207,K14G01S00207A
85626,K14G01S00208,K14G01S00208
85627,K14G01S00209,K14G01S00209
85628,K14G01S00210,K14G01S00210
85629,K14G01S00211,K14G01S00211
85630,K14G01S00212,K14G01S00212
85631,K14G01S00213,K14G01S00213
85632,K14G01S00214,K14G01S00214
85633,K14G01S00215,K14G01S00215
85634,K14G01S00216,K14G01S00216
85635,K14G01S00217,K14G01S00217A
85636,K14G01S00218,K14G01S00218
85637,K14G01S00219,K14G01S00219
85638,K14G01S00220,K14G01S00220
85639,K14G01S00221,K14G01S00207A
85640,K14G01S00222,K14G01S00222
85641,K14G01S00223,K14G01S00223
85642,K14G01S00224,K14G01S00224
85643,K14G01S00225,K14G01S00225
85644,K14G01S00226,K14G01S00226
85645,K14G01S00227,K14G01S00227
85646,K14G01S00228,K14G01S00228
85647,K14G01S00229,K14G01S00229
85648,K14G01S00230,K14G01S00230
85649,K14G01S00231,K14G01S00231
85650,K14G01S00232,K14G01S00232
85651,K14G01S00233,K14G01S00233
85652,K14G01S00234,K14G01S00234
85653,K14G01S00235,K14G01S00235
85654,K14G01S00236,K14G01S00236
85655,K14G01S00237,K14G01S00237
85656,K14G01S00238,K14G01S00238
85657,K14G01S00239,K14G01S00239
85658,K14G01S00240,K14G01S00240
85659,K14G01S00241,K14G01S00241A
85660,K14G01S00242,K14G01S00242
85661,K14G01S00243,K14G01S00243
85662,K14G01S00244,K14G01S00244
85663,K14G01S00245,K14G01S00245
85664,K14G01S00246,K14G01S00246
85665,K14G01S00247,K14G01S00247
85666,K14G01S00248,K14G01S00248
85667,K14G01S00249,K14G01S00249
85668,K14G01S00250,K14G01S00250
85669,K14G01S00251,K14G01S00251
85670,K14G01S00252,K14G01S00252A
85671,K14G01S00253,K14G01S00253
85672,K14G01S00254,K14G01S00254
85673,K14G01S00255,K14G01S00255
85674,K14G01S00256,K14G01S00256
85675,K14G01S00257,K14G01S00257
85676,K14G01S00258,K14G01S00258
85677,K14G01S00259,K14G01S00217A
85678,K14G01S00260,K14G01S00260
85679,K14G01S00261,K14G01S00261
85680,K14G01S00262,K14G01S00262
85681,K14G01S00263,K14G01S00263
85682,K14G01S00264,K14G01S00264
85683,K14G01S00265,K14G01S00265
85684,K14G01S00266,K14G01S00266
85685,K14G01S00267,K14G01S00267
85686,K14G01S00268,K14G01S00268
85687,K14G01S00269,K14G01S00269
85688,K14G01S00270,K14G01S00270
85689,K14G01S00271,K14G01S00271
85690,K14G01S00272,K14G01S00272
85691,K14G01S00273,K14G01S00273
85692,K14G01S00274,K14G01S00274
85693,K14G01S00275,K14G01S00275A
85694,K14G01S00276,K14G01S00276
85695,K14G01S00277,K14G01S00277
85696,K14G01S00278,K14G01S00278
85697,K14G01S00279,K14G01S00252A
85698,K14G01S00280,K14G01S00280
85699,K14G01S00281,K14G01S00281
85700,K14G01S00282,K14G01S00282
85701,K14G01S00283,K14G01S00283
85702,K14G01S00284,K14G01S00284
85703,K14G01S00285,K14G01S00285
85704,K14G01S00286,K14G01S00286
85705,K14G01S00287,K14G01S00287
85706,K14G01S00288,K14G01S00288
85707,K14G01S00289,K14G01S00289
85708,K14G01S00290,K14G01S00290
85709,K14G01S00291,K14G01S00291
85710,K14G01S00292,K14G01S00292A
85711,K14G01S00293,K14G01S00293
85712,K14G01S00294,K14G01S00294
85713,K14G01S00295,K14G01S00295
85714,K14G01S00296,K14G01S00296A
85715,K14G01S00297,K14G01S00297
85716,K14G01S00298,K14G01S00298A
85717,K14G01S00299,K14G01S00299
85718,K14G01S00300,K14G01S00300
85719,K14G01S00301,K14G01S00301
85720,K14G01S00302,K14G01S00302A
85721,K14G01S00303,K14G01S00303
85722,K14G01S00304,K14G01S00304
85723,K14G01S00305,K14G01S00305
85724,K14G01S00306,K14G01S00306
85725,K14G01S00307,K14G01S00296A
85726,K14G01S00308,K14G01S00308
85727,K14G01S00309,K14G01S00309
85728,K14G01S00310,K14G01S00310
85729,K14G01S00311,K14G01S00311
85730,K14G01S00312,K14G01S00312
85731,K14G01S00313,K14G01S00313
85732,K14G01S00314,K14G01S00314
85733,K14G01S00315,K14G01S00315
85734,K14G01S00316,K14G01S00316
85735,K14G01S00317,K14G01S00302A
85736,K14G01S00318,K14G01S00318
85737,K14G01S00319,K14G01S00292A
85738,K14G01S00320,K14G01S00320
85739,K14G01S00321,K14G01S00321
85740,K14G01S00322,K14G01S00322
85741,K14G01S00323,K14G01S00323
85742,K14G01S00324,K14G01S00324
85743,K14G01S00325,K14G01S00325
85744,K14G01S00326,K14G01S00326
85745,K14G01S00327,K14G01S00327
85746,K14G01S00328,K14G01S00328
85747,K14G01S00329,K14G01S00329
85748,K14G01S00330,K14G01S00330
85749,K14G01S00331,K14G01S00331
85750,K14G01S00332,K14G01S00332
85751,K14G01S00333,K14G01S00333
85752,K14G01S00334,K14G01S00334
85753,K14G01S00335,K14G01S00335
85754,K14G01S00336,K14G01S00336
85755,K14G01S00337,K14G01S00337
85756,K14G01S00338,K14G01S00338
85757,K14G01S00339,K14G01S00339
85758,K14G01S00340,K14G01S00340
85759,K14G01S00341,K14G01S00341
85760,K14G01S00342,K14G01S00342
85761,K14G01S00343,K14G01S00343
85762,K14G01S00344,K14G01S00344
85763,K14G01S00345,K14G01S00345
85764,K14G01S00346,K14G01S00346
85765,K14G01S00347,K14G01S00347A
85766,K14G01S00348,K14G01S00348
85767,K14G01S00349,K14G01S00349
85768,K14G01S00350,K14G01S00350
85769,K14G01S00351,K14G01S00351
85770,K14G01S00352,K14G01S00352
85771,K14G01S00353,K14G01S00353
85772,K14G01S00354,K14G01S00354
85773,K14G01S00355,K14G01S00347A
85774,K14G01S00356,K14G01S00356
85775,K14G01S00357,K14G01S00357
85776,K14G01S00358,K14G01S00358
85777,K14G01S00359,K14G01S00359
85778,K14G01S00360,K14G01S00360
85779,K14G01S00361,K14G01S00361
85780,K14G01S00362,K14G01S00362
85781,K14G01S00363,K14G01S00363
85782,K14G01S00364,K14G01S00364
85783,K14G01S00365,K14G01S00365
85784,K14G01S00366,K14G01S00366
85785,K14G01S00367,K14G01S00367
85786,K14G01S00368,K14G01S00368
85787,K14G01S00369,K14G01S00369
85788,K14G01S00370,K14G01S00370A
85789,K14G01S00371,K14G01S00371
85790,K14G01S00372,K14G01S00372
85791,K14G01S00373,K14G01S00373
85792,K14G01S00374,K14G01S00374
85793,K14G01S00375,K14G01S00375
85794,K14G01S00376,K14G01S00376
85795,K14G01S00377,K14G01S00377
85796,K14G01S00378,K14G01S00378
85797,K14G01S00379,K14G01S00379
85798,K14G01S00380,K14G01S00380
85799,K14G01S00381,K14G01S00381
85800,K14G01S00382,K14G01S00382
85801,K14G01S00383,K14G01S00383
85802,K14G01S00384,K14G01S00384
85803,K14G01S00385,K14G01S00385
85804,K14G01S00386,K14G01S00386
85805,K14G01S00387,K14G01S00387
85806,K14G01S00388,K14G01S00388
85807,K14G01S00389,K14G01S00389
85808,K14G01S00390,K14G01S00390
85809,K14G01S00391,K14G01S00391
85810,K14G01S00392,K14G01S00392
85811,K14G01S00393,K14G01S00393
85812,K14G01S00394,K14G01S00394
85813,K14G01S00395,K14G01S00395
85814,K14G01S00396,K14G01S00396
85815,K14G01S00397,K14G01S00397
85816,K14G01S00398,K14G01S00398
85817,K14G01S00399,K14G01S00399
85818,K14G01S00400,K14G01S00400
85819,K14G01S00401,K14G01S00401
85820,K14G01S00402,K14G01S00402
85821,K14G01S00403,K14G01S00403
85822,K14G01S00404,K14G01S00404
85823,K14G01S00405,K14G01S00405
85824,K14G01S00406,K14G01S00406
85825,K14G01S00407,K14G01S00407
85826,K14G01S00408,K14G01S00182A
85827,K14G01S00409,K14G01S00409
85828,K14G01S00410,K14G01S00410
85829,K14G01S00411,K14G01S00411
85830,K14G01S00412,K14G01S00412
85831,K14G01S00413,K14G01S00241A
85832,K14G01S00414,K14G01S00414
85833,K14G01S00415,K14G01S00415
85834,K14G01S00416,K14G01S00416
85835,K14G01S00417,K14G01S00417
85836,K14G01S00418,K14G01S00418
85837,K14G01S00419,K14G01S00419
85838,K14G01S00420,K14G01S00420
85839,K14G01S00421,K14G01S00421
85840,K14G01S00422,K14G01S00422
85841,K14G01S00423,K14G01S00423A
85842,K14G01S00424,K14G01S00424
85843,K14G01S00425,K14G01S00425
85844,K14G01S00426,K14G01S00426
85845,K14G01S00427,K14G01S00427
85846,K14G01S00428,K14G01S00428
85847,K14G01S00429,K14G01S00429
85848,K14G01S00430,K14G01S00430
85849,K14G01S00431,K14G01S00431
85850,K14G01S00432,K14G01S00432
85851,K14G01S00433,K14G01S00433
85852,K14G01S00434,K14G01S00434
85853,K14G01S00435,K14G01S00435
85854,K14G01S00436,K14G01S00436
85855,K14G01S00437,K14G01S00437
85856,K14G01S00438,K14G01S00438
85857,K14G01S00439,K14G01S00439
85858,K14G01S00440,K14G01S00440
85859,K14G01S00441,K14G01S00441
85860,K14G01S00442,K14G01S00442
85861,K14G01S00443,K14G01S00443
85862,K14G01S00444,K14G01S00444
85863,K14G01S00445,K14G01S00445
85864,K14G01S00446,K14G01S00446
85865,K14G01S00447,K14G01S00447
85866,K14G01S00448,K14G01S00448
85867,K14G01S00449,K14G01S00449
85868,K14G01S00450,K14G01S00450
85869,K14G01S00451,K14G01S00451
85870,K14G01S00452,K14G01S00452
85871,K14G01S00453,K14G01S00453
85872,K14G01S00454,K14G01S00454
85873,K14G01S00455,K14G01S00455
85874,K14G01S00456,K14G01S00456
85875,K14G01S00457,K14G01S00457
85876,K14G01S00458,K14G01S00458
85877,K14G01S00459,K14G01S00459
85878,K14G01S00460,K14G01S00460
85879,K14G01S00461,K14G01S00461A
85880,K14G01S00462,K14G01S00462
85881,K14G01S00463,K14G01S00463
85882,K14G01S00464,K14G01S00464
85883,K14G01S00465,K14G01S00465
85884,K14G01S00466,K14G01S00466
85885,K14G01S00467,K14G01S00467
85886,K14G01S00468,K14G01S00468
85887,K14G01S00469,K14G01S00469
85888,K14G01S00470,K14G01S00470
85889,K14G01S00471,K14G01S00471
85890,K14G01S00472,K14G01S00472
85891,K14G01S00473,K14G01S00473
85892,K14G01S00474,K14G01S00474
85893,K14G01S00475,K14G01S00475
85894,K14G01S00476,K14G01S00476
85895,K14G01S00477,K14G01S00477
85896,K14G01S00478,K14G01S00478
85897,K14G01S00479,K14G01S00479
85898,K14G01S00480,K14G01S00461A
85899,K14G01S00481,K14G01S00481
85900,K14G01S00482,K14G01S00482
85901,K14G01S00483,K14G01S00275A
85902,K14G01S00484,K14G01S00298A
85903,K14G01S00485,K14G01S00370A
85904,K14G01S00486,K14G01S00078A
85905,K14G02S00001,K14G02S00001
85906,K14G02S00002,K14G02S00002
85907,K14G02S00003,K14G02S00003
85908,K14G02S00004,K14G02S00004
85909,K14G02S00005,K14G02S00005A
85910,K14G02S00006,K14G02S00006
85911,K14G02S00007,K14G02S00007
85912,K14G02S00008,K14G02S00008
85913,K14G02S00009,K14G02S00009A
85914,K14G02S00010,K14G02S00010
85915,K14G02S00011,K14G02S00011
85916,K14G02S00012,K14G02S00012
85917,K14G02S00013,K14G02S00013A
85918,K14G02S00014,K14G02S00014
85919,K14G02S00015,K14G02S00015
85920,K14G02S00016,K14G02S00016
85921,K14G02S00017,K14G02S00017
85922,K14G02S00018,K14G02S00018
85923,K14G02S00019,K14G02S00019
85924,K14G02S00020,K14G02S00020
85925,K14G02S00021,K14G02S00021
85926,K14G02S00022,K14G02S00005A
85927,K14G02S00023,K14G02S00023
85928,K14G02S00024,K14G02S00024
85929,K14G02S00025,K14G02S00025
85930,K14G02S00026,K14G02S00026
85931,K14G02S00027,K14G02S00027
85932,K14G02S00028,K14G02S00028
85933,K14G02S00029,K14G02S00029
85934,K14G02S00030,K14G02S00030
85935,K14G02S00031,K14G02S00031
85936,K14G02S00032,K14G02S00009A
85937,K14G02S00033,K14G02S00033
85938,K14G02S00034,K14G02S00034
85939,K14G02S00035,K14G02S00035
85940,K14G02S00036,K14G02S00036
85941,K14G02S00037,K14G02S00037
85942,K14G02S00038,K14G02S00038
85943,K14G02S00039,K14G02S00039
85944,K14G02S00040,K14G02S00040
85945,K14G02S00041,K14G02S00041
85946,K14G02S00042,K14G02S00042
85947,K14G02S00043,K14G02S00013A
85948,K14G02S00044,K14G02S00044
85949,K14G02S00045,K14G02S00045
85950,K14G02S00046,K14G02S00046
85951,K14G02S00047,K14G02S00047
85952,K14G02S00048,K14G02S00048
85953,K14G02S00049,K14G02S00049
85954,K14G02S00050,K14G02S00050
85955,K14G02S00051,K14G02S00051
85956,K14G02S00052,K14G02S00052
85957,K14G02S00053,K14G02S00053
85958,K14G02S00054,K14G02S00054
85959,K14G02S00055,K14G02S00055
85960,K14G02S00056,K14G02S00056
85961,K14G02S00057,K14G02S00057
85962,K14G02S00058,K14G02S00058
85963,K14G02S00059,K14G02S00059
85964,K14G02S00060,K14G02S00060
85965,K14G02S00061,K14G02S00061
85966,K14G02S00062,K14G02S00062
85967,K14G02S00063,K14G02S00063
85968,K14G02S00064,K14G02S00064
85969,K14G02S00065,K14G02S00065
85970,K14G02S00066,K14G02S00066
85971,K14G02S00067,K14G02S00067
85972,K14G02S00068,K14G02S00068
85973,K14G02S00069,K14G02S00069
85974,K14G02S00070,K14G02S00070
85975,K14G02S00071,K14G02S00071
85976,K14G02S00072,K14G02S00072
85977,K14G02S00073,K14G02S00073
85978,K14G02S00074,K14G02S00074
85979,K14G02S00075,K14G02S00075
85980,K14G02S00076,K14G02S00076
85982,K14G02S00078,K14G02S00078
85983,K14G02S00079,K14G02S00079
85984,K14G02S00080,K14G02S00080
85985,K14G02S00081,K14G02S00081
85986,K14G02S00082,K14G02S00082
85987,K14G02S00083,K14G02S00083
85988,K14G02S00084,K14G02S00084
85989,K14G02S00085,K14G02S00085
85990,K14G02S00086,K14G02S00086
85991,K14G02S00087,K14G02S00087
85992,K14G02S00088,K14G02S00088
85993,K14G02S00089,K14G02S00089
85994,K14G02S00090,K14G02S00090
85995,K14G02S00091,K14G02S00091
85996,K14G02S00092,K14G02S00092
85997,K14G02S00093,K14G02S00093
85998,K14G02S00094,K14G02S00094
85999,K14G02S00095,K14G02S00095
86000,K14G02S00096,K14G02S00096
86001,K14G02S00097,K14G02S00097
86002,K14G02S00098,K14G02S00098
86003,K14G02S00099,K14G02S00099
86004,K14G02S00100,K14G02S00100
86005,K14G02S00101,K14G02S00101
86006,K14G02S00102,K14G02S00102
86007,K14G02S00103,K14G02S00103
86008,K14G02S00104,K14G02S00104
86009,K14G02S00105,K14G02S00105
86010,K14G02S00106,K14G02S00106
86011,K14G02S00107,K14G02S00107
86012,K14G02S00108,K14G02S00108
86013,K14G02S00109,K14G02S00109
86014,K14G02S00110,K14G02S00110
86015,K14G02S00111,K14G02S00111
86016,K14G02S00112,K14G02S00112
86017,K14G02S00113,K14G02S00113
86018,K14G02S00114,K14G02S00114
86019,K14G02S00115,K14G02S00115
86020,K14G02S00116,K14G02S00116
86021,K14G02S00117,K14G02S00117A
86022,K14G02S00118,K14G02S00118
86023,K14G02S00119,K14G02S00119
86024,K14G02S00120,K14G02S00120
86025,K14G02S00121,K14G02S00121
86026,K14G02S00122,K14G02S00122
86027,K14G02S00123,K14G02S00123
86028,K14G02S00124,K14G02S00124
86029,K14G02S00125,K14G02S00125
86030,K14G02S00126,K14G02S00126
86031,K14G02S00127,K14G02S00127
86032,K14G02S00128,K14G02S00128
86033,K14G02S00129,K14G02S00129
86034,K14G02S00130,K14G02S00130
86035,K14G02S00131,K14G02S00131
86036,K14G02S00132,K14G02S00132
86037,K14G02S00133,K14G02S00133
86038,K14G02S00134,K14G02S00134
86039,K14G02S00135,K14G02S00135
86040,K14G02S00136,K14G02S00136
86041,K14G02S00137,K14G02S00117A
86042,K14G02S00138,K14G02S00138
86043,K14G02S00139,K14G02S00139
86044,K14G02S00140,K14G02S00140
86045,K14G02S00141,K14G02S00141
86046,K14G02S00142,K14G02S00142
86047,K14G02S00143,K14G02S00143
86048,K14G02S00144,K14G02S00144
86049,K14G02S00145,K14G02S00145
86050,K14G02S00146,K14G02S00146
86051,K14G02S00147,K14G02S00147
86052,K14G02S00148,K14G02S00148
86053,K14G02S00149,K14G02S00149
86054,K14G02S00150,K14G02S00150A
86055,K14G02S00151,K14G02S00151
86056,K14G02S00152,K14G02S00152
86057,K14G02S00153,K14G02S00153
86058,K14G02S00154,K14G02S00154
86059,K14G02S00155,K14G02S00155
86060,K14G02S00156,K14G02S00156
86061,K14G02S00157,K14G02S00150A
86062,K14G02S00158,K14G02S00158
86063,K14G02S00159,K14G02S00159
86064,K14G02S00160,K14G02S00160
86065,K14G02S00161,K14G02S00161
86066,K14G02S00162,K14G02S00162
86067,K14G02S00163,K14G02S00163
86068,K14G02S00164,K14G02S00164
86069,K14G02S00165,K14G02S00165
86070,K14G02S00166,K14G02S00166
86071,K14G02S00167,K14G02S00167
86072,K14G02S00168,K14G02S00168
86073,K14G02S00169,K14G02S00169
86074,K14G02S00170,K14G02S00170
86075,K14G02S00171,K14G02S00171
86076,K14G02S00172,K14G02S00172
86077,K14G02S00173,K14G02S00173
86078,K14G02S00174,K14G02S00174
86079,K14G02S00175,K14G02S00175
86080,K14G02S00176,K14G02S00176
86082,K14G02S00178,K14G02S00178
86083,K14G02S00179,K14G02S00179
86084,K14G02S00180,K14G02S00180
86085,K14G03S00001,K14G03S00001
86086,K14G03S00002,K14G03S00002
86087,K14G03S00003,K14G03S00003A
86088,K14G03S00004,K14G03S00004
86089,K14G03S00005,K14G03S00005
86090,K14G03S00006,K14G03S00006
86091,K14G03S00007,K14G03S00007
86092,K14G03S00008,K14G03S00008
86093,K14G03S00009,K14G03S00009
86094,K14G03S00010,K14G03S00010
86095,K14G03S00011,K14G03S00011
86096,K14G03S00012,K14G03S00012
86098,K14G03S00014,K14G03S00014
86099,K14G03S00015,K14G03S00015
86100,K14G03S00016,K14G03S00016
86101,K14G03S00017,K14G03S00017
86102,K14G03S00018,K14G03S00018
86103,K14G03S00019,K14G03S00019
86104,K14G03S00020,K14G03S00020
86105,K14G03S00021,K14G03S00021
86106,K14G03S00022,K14G03S00022
86107,K14G03S00023,K14G03S00023
86108,K14G03S00024,K14G03S00024
86109,K14G03S00025,K14G03S00025
86110,K14G03S00026,K14G03S00026
86111,K14G03S00027,K14G03S00027
86112,K14G03S00028,K14G03S00028
86113,K14G03S00029,K14G03S00029
86114,K14G03S00030,K14G03S00030
86115,K14G03S00031,K14G03S00031
86116,K14G03S00032,K14G03S00032
86117,K14G03S00033,K14G03S00033
86118,K14G03S00034,K14G03S00034
86119,K14G03S00035,K14G03S00035
86120,K14G03S00036,K14G03S00036
86121,K14G03S00037,K14G03S00037
86122,K14G03S00038,K14G03S00038
86123,K14G03S00039,K14G03S00039
86124,K14G03S00040,K14G03S00040
86125,K14G03S00041,K14G03S00041
86126,K14G03S00042,K14G03S00042
86127,K14G03S00043,K14G03S00043
86128,K14G03S00044,K14G03S00044
86129,K14G03S00045,K14G03S00045A
86130,K14G03S00046,K14G03S00046
86131,K14G03S00047,K14G03S00047
86132,K14G03S00048,K14G03S00048
86133,K14G03S00049,K14G03S00049
86134,K14G03S00050,K14G03S00050
86135,K14G03S00051,K14G03S00051
86136,K14G03S00052,K14G03S00052
86137,K14G03S00053,K14G03S00053A
86138,K14G03S00054,K14G03S00054
86139,K14G03S00055,K14G03S00053A
86140,K14G03S00056,K14G03S00056
86141,K14G03S00057,K14G03S00057
86142,K14G03S00058,K14G03S00058
86143,K14G03S00059,K14G03S00059
86144,K14G03S00060,K14G03S00060
86145,K14G03S00061,K14G03S00061
86146,K14G03S00062,K14G03S00062
86147,K14G03S00063,K14G03S00063
86148,K14G03S00064,K14G03S00064
86149,K14G03S00065,K14G03S00065
86150,K14G03S00066,K14G03S00066
86151,K14G03S00067,K14G03S00067
86152,K14G03S00068,K14G03S00068
86153,K14G03S00069,K14G03S00069
86154,K14G03S00070,K14G03S00070
86155,K14G03S00071,K14G03S00071
86156,K14G03S00072,K14G03S00072
86157,K14G03S00073,K14G03S00073
86158,K14G03S00074,K14G03S00074
86159,K14G03S00075,K14G03S00075
86160,K14G03S00076,K14G03S00076
86161,K14G03S00077,K14G03S00077
86162,K14G03S00078,K14G03S00078
86163,K14G03S00079,K14G03S00079
86164,K14G03S00080,K14G03S00080
86165,K14G03S00081,K14G03S00081
86166,K14G03S00082,K14G03S00082
86167,K14G03S00083,K14G03S00083
86168,K14G03S00084,K14G03S00003A
86169,K14G03S00085,K14G03S00085
86170,K14G03S00086,K14G03S00045A
86171,K14G03S00087,K14G03S00087
86172,K14G03S00088,K14G03S00088
86173,K14G03S00089,K14G03S00089
86174,K14G03S00090,K14G03S00090A
86175,K14G03S00091,K14G03S00090A
86176,K14G03S00092,K14G03S00092
86177,K14G03S00093,K14G03S00003A
86178,K14G03S00094,K14G03S00094
86179,K14G03S00095,K14G03S00095
86180,K14G03S00096,K14G03S00096
86181,K14G03S00097,K14G03S00097
86182,K14G03S00098,K14G03S00098
86183,K14G03S00099,K14G03S00099
86184,K14G03S00100,K14G03S00100
86185,K14G03S00101,K14G03S00101
86186,K14G03S00102,K14G03S00102
86187,K14G03S00103,K14G03S00103
86188,K14G03S00104,K14G03S00104
86189,K14G03S00105,K14G03S00105
86190,K14G03S00106,K14G03S00106
86191,K14G03S00107,K14G03S00107
86192,K14G03S00108,K14G03S00108A
86193,K14G03S00109,K14G03S00108A
86194,K14G03S00110,K14G03S00110
86195,K14G03S00111,K14G03S00111
86196,K14G03S00112,K14G03S00112
86197,K14G03S00113,K14G03S00113
86198,K14G03S00114,K14G03S00114
86199,K14G03S00115,K14G03S00115
86200,K14G03S00116,K14G03S00116
86201,K14G03S00117,K14G03S00117
86202,K14G03S00118,K14G03S00118
86203,K14G03S00119,K14G03S00119
86204,K14G03S00120,K14G03S00120
86205,K14G03S00121,K14G03S00121
86206,K14G03S00122,K14G03S00122
86207,K14G03S00123,K14G03S00123
86208,K14G03S00124,K14G03S00124
